RRate,Latency,Power,Cost,Area
0.00000000050000000000,0.000059,230.000000,20.000000,323.700000
0.00000000050000000000,0.000065,260.000000,11.000000,418.300000
0.00000005000000000000,0.001390,560.000000,27.000000,0.000000
0.00000005000000000000,0.014690,860.000000,26.000000,0.000000
